pair_id,query,lodging_id,relevance
78,서울 저렴하고 와이파이 좋은 숙소,38,2
79,서울 저렴하고 와이파이 좋은 숙소,39,0
80,서울 저렴하고 와이파이 좋은 숙소,40,2
81,서울 안전하고 평점 높은 장기체류 숙소,1,3
82,서울 안전하고 평점 높은 장기체류 숙소,2,2
83,서울 안전하고 평점 높은 장기체류 숙소,3,1
84,서울 안전하고 평점 높은 장기체류 숙소,4,2
85,서울 안전하고 평점 높은 장기체류 숙소,5,2
86,서울 안전하고 평점 높은 장기체류 숙소,6,1
87,서울 안전하고 평점 높은 장기체류 숙소,7,1
88,서울 안전하고 평점 높은 장기체류 숙소,8,1
89,서울 안전하고 평점 높은 장기체류 숙소,9,1
90,서울 안전하고 평점 높은 장기체류 숙소,10,1
91,서울 안전하고 평점 높은 장기체류 숙소,11,1
92,서울 안전하고 평점 높은 장기체류 숙소,12,2
93,서울 안전하고 평점 높은 장기체류 숙소,13,1
94,서울 안전하고 평점 높은 장기체류 숙소,14,0
95,서울 안전하고 평점 높은 장기체류 숙소,15,1
96,서울 안전하고 평점 높은 장기체류 숙소,16,2
97,서울 안전하고 평점 높은 장기체류 숙소,17,2
98,서울 안전하고 평점 높은 장기체류 숙소,18,0
99,서울 안전하고 평점 높은 장기체류 숙소,19,0
100,서울 안전하고 평점 높은 장기체류 숙소,20,2
101,서울 안전하고 평점 높은 장기체류 숙소,21,2
102,서울 안전하고 평점 높은 장기체류 숙소,22,1
103,서울 안전하고 평점 높은 장기체류 숙소,23,0
104,서울 안전하고 평점 높은 장기체류 숙소,24,1
105,서울 안전하고 평점 높은 장기체류 숙소,25,2
106,서울 안전하고 평점 높은 장기체류 숙소,26,1
107,서울 안전하고 평점 높은 장기체류 숙소,27,1
108,서울 안전하고 평점 높은 장기체류 숙소,28,1
109,서울 안전하고 평점 높은 장기체류 숙소,29,1
110,서울 안전하고 평점 높은 장기체류 숙소,30,1
111,서울 안전하고 평점 높은 장기체류 숙소,31,1
112,서울 안전하고 평점 높은 장기체류 숙소,32,2
113,서울 안전하고 평점 높은 장기체류 숙소,33,1
114,서울 안전하고 평점 높은 장기체류 숙소,34,0
115,서울 안전하고 평점 높은 장기체류 숙소,35,1
116,서울 안전하고 평점 높은 장기체류 숙소,36,2
117,서울 안전하고 평점 높은 장기체류 숙소,37,2
118,서울 안전하고 평점 높은 장기체류 숙소,38,0
119,서울 안전하고 평점 높은 장기체류 숙소,39,0
120,서울 안전하고 평점 높은 장기체류 숙소,40,2
121,제주 조용한 워케이션 숙소,1,1
122,제주 조용한 워케이션 숙소,2,2
123,제주 조용한 워케이션 숙소,3,0
124,제주 조용한 워케이션 숙소,4,2
125,제주 조용한 워케이션 숙소,5,2
126,제주 조용한 워케이션 숙소,6,3
127,제주 조용한 워케이션 숙소,7,1
128,제주 조용한 워케이션 숙소,8,3
129,제주 조용한 워케이션 숙소,9,1
130,제주 조용한 워케이션 숙소,10,2
131,제주 조용한 워케이션 숙소,11,0
132,제주 조용한 워케이션 숙소,12,2
133,제주 조용한 워케이션 숙소,13,1
134,제주 조용한 워케이션 숙소,14,2
135,제주 조용한 워케이션 숙소,15,0
136,제주 조용한 워케이션 숙소,16,2
137,제주 조용한 워케이션 숙소,17,1
138,제주 조용한 워케이션 숙소,18,2
139,제주 조용한 워케이션 숙소,19,0
140,제주 조용한 워케이션 숙소,20,2
141,제주 조용한 워케이션 숙소,21,1
142,제주 조용한 워케이션 숙소,22,2
143,제주 조용한 워케이션 숙소,23,0
144,제주 조용한 워케이션 숙소,24,2
145,제주 조용한 워케이션 숙소,25,1
146,제주 조용한 워케이션 숙소,26,2
147,제주 조용한 워케이션 숙소,27,0
148,제주 조용한 워케이션 숙소,28,2
149,제주 조용한 워케이션 숙소,29,1
150,제주 조용한 워케이션 숙소,30,2
151,제주 조용한 워케이션 숙소,31,0
152,제주 조용한 워케이션 숙소,32,2
153,제주 조용한 워케이션 숙소,33,1
154,제주 조용한 워케이션 숙소,34,2
155,제주 조용한 워케이션 숙소,35,0
156,제주 조용한 워케이션 숙소,36,2
157,제주 조용한 워케이션 숙소,37,1
158,제주 조용한 워케이션 숙소,38,2
159,제주 조용한 워케이션 숙소,39,0
160,제주 조용한 워케이션 숙소,40,2
161,제주 저렴하고 와이파이 좋은 숙소,1,1
162,제주 저렴하고 와이파이 좋은 숙소,2,2
163,제주 저렴하고 와이파이 좋은 숙소,3,0
164,제주 저렴하고 와이파이 좋은 숙소,4,2
165,제주 저렴하고 와이파이 좋은 숙소,5,2
166,제주 저렴하고 와이파이 좋은 숙소,6,2
167,제주 저렴하고 와이파이 좋은 숙소,7,2
168,제주 저렴하고 와이파이 좋은 숙소,8,3
169,제주 저렴하고 와이파이 좋은 숙소,9,0
170,제주 저렴하고 와이파이 좋은 숙소,10,2
171,제주 저렴하고 와이파이 좋은 숙소,11,1
172,제주 저렴하고 와이파이 좋은 숙소,12,1
173,제주 저렴하고 와이파이 좋은 숙소,13,1
174,제주 저렴하고 와이파이 좋은 숙소,14,2
175,제주 저렴하고 와이파이 좋은 숙소,15,0
176,제주 저렴하고 와이파이 좋은 숙소,16,2
177,제주 저렴하고 와이파이 좋은 숙소,17,1
178,제주 저렴하고 와이파이 좋은 숙소,18,1
179,제주 저렴하고 와이파이 좋은 숙소,19,1
180,제주 저렴하고 와이파이 좋은 숙소,20,2
181,제주 저렴하고 와이파이 좋은 숙소,21,0
182,제주 저렴하고 와이파이 좋은 숙소,22,2
183,제주 저렴하고 와이파이 좋은 숙소,23,1
184,제주 저렴하고 와이파이 좋은 숙소,24,1
185,제주 저렴하고 와이파이 좋은 숙소,25,1
186,제주 저렴하고 와이파이 좋은 숙소,26,2
187,제주 저렴하고 와이파이 좋은 숙소,27,0
188,제주 저렴하고 와이파이 좋은 숙소,28,2
189,제주 저렴하고 와이파이 좋은 숙소,29,1
190,제주 저렴하고 와이파이 좋은 숙소,30,1
191,제주 저렴하고 와이파이 좋은 숙소,31,1
192,제주 저렴하고 와이파이 좋은 숙소,32,2
193,제주 저렴하고 와이파이 좋은 숙소,33,0
194,제주 저렴하고 와이파이 좋은 숙소,34,2
195,제주 저렴하고 와이파이 좋은 숙소,35,1
196,제주 저렴하고 와이파이 좋은 숙소,36,1
197,제주 저렴하고 와이파이 좋은 숙소,37,1
198,제주 저렴하고 와이파이 좋은 숙소,38,2
199,제주 저렴하고 와이파이 좋은 숙소,39,0
200,제주 저렴하고 와이파이 좋은 숙소,40,2
201,제주 안전하고 평점 높은 장기체류 숙소,1,2
202,제주 안전하고 평점 높은 장기체류 숙소,2,1
203,제주 안전하고 평점 높은 장기체류 숙소,3,0
204,제주 안전하고 평점 높은 장기체류 숙소,4,1
205,제주 안전하고 평점 높은 장기체류 숙소,5,3
206,제주 안전하고 평점 높은 장기체류 숙소,6,2
207,제주 안전하고 평점 높은 장기체류 숙소,7,2
208,제주 안전하고 평점 높은 장기체류 숙소,8,2
209,제주 안전하고 평점 높은 장기체류 숙소,9,1
210,제주 안전하고 평점 높은 장기체류 숙소,10,1
211,제주 안전하고 평점 높은 장기체류 숙소,11,1
212,제주 안전하고 평점 높은 장기체류 숙소,12,2
213,제주 안전하고 평점 높은 장기체류 숙소,13,1
214,제주 안전하고 평점 높은 장기체류 숙소,14,0
215,제주 안전하고 평점 높은 장기체류 숙소,15,1
216,제주 안전하고 평점 높은 장기체류 숙소,16,2
217,제주 안전하고 평점 높은 장기체류 숙소,17,2
218,제주 안전하고 평점 높은 장기체류 숙소,18,0
219,제주 안전하고 평점 높은 장기체류 숙소,19,0
220,제주 안전하고 평점 높은 장기체류 숙소,20,2
221,제주 안전하고 평점 높은 장기체류 숙소,21,2
222,제주 안전하고 평점 높은 장기체류 숙소,22,1
223,제주 안전하고 평점 높은 장기체류 숙소,23,0
224,제주 안전하고 평점 높은 장기체류 숙소,24,1
225,제주 안전하고 평점 높은 장기체류 숙소,25,2
226,제주 안전하고 평점 높은 장기체류 숙소,26,1
227,제주 안전하고 평점 높은 장기체류 숙소,27,1
228,제주 안전하고 평점 높은 장기체류 숙소,28,1
229,제주 안전하고 평점 높은 장기체류 숙소,29,1
230,제주 안전하고 평점 높은 장기체류 숙소,30,1
231,제주 안전하고 평점 높은 장기체류 숙소,31,1
232,제주 안전하고 평점 높은 장기체류 숙소,32,2
233,제주 안전하고 평점 높은 장기체류 숙소,33,1
234,제주 안전하고 평점 높은 장기체류 숙소,34,0
235,제주 안전하고 평점 높은 장기체류 숙소,35,1
236,제주 안전하고 평점 높은 장기체류 숙소,36,2
237,제주 안전하고 평점 높은 장기체류 숙소,37,2
238,제주 안전하고 평점 높은 장기체류 숙소,38,0
239,제주 안전하고 평점 높은 장기체류 숙소,39,0
240,제주 안전하고 평점 높은 장기체류 숙소,40,2
241,부산 조용한 워케이션 숙소,1,1
242,부산 조용한 워케이션 숙소,2,2
243,부산 조용한 워케이션 숙소,3,0
244,부산 조용한 워케이션 숙소,4,2
245,부산 조용한 워케이션 숙소,5,1
246,부산 조용한 워케이션 숙소,6,2
247,부산 조용한 워케이션 숙소,7,0
248,부산 조용한 워케이션 숙소,8,2
249,부산 조용한 워케이션 숙소,9,2
250,부산 조용한 워케이션 숙소,10,3
251,부산 조용한 워케이션 숙소,11,1
252,부산 조용한 워케이션 숙소,12,3
253,부산 조용한 워케이션 숙소,13,1
254,부산 조용한 워케이션 숙소,14,2
255,부산 조용한 워케이션 숙소,15,0
256,부산 조용한 워케이션 숙소,16,2
257,부산 조용한 워케이션 숙소,17,1
258,부산 조용한 워케이션 숙소,18,2
259,부산 조용한 워케이션 숙소,19,0
260,부산 조용한 워케이션 숙소,20,2
261,부산 조용한 워케이션 숙소,21,1
262,부산 조용한 워케이션 숙소,22,2
263,부산 조용한 워케이션 숙소,23,0
264,부산 조용한 워케이션 숙소,24,2
265,부산 조용한 워케이션 숙소,25,1
266,부산 조용한 워케이션 숙소,26,2
267,부산 조용한 워케이션 숙소,27,0
268,부산 조용한 워케이션 숙소,28,2
269,부산 조용한 워케이션 숙소,29,1
270,부산 조용한 워케이션 숙소,30,2
271,부산 조용한 워케이션 숙소,31,0
272,부산 조용한 워케이션 숙소,32,2
273,부산 조용한 워케이션 숙소,33,1
274,부산 조용한 워케이션 숙소,34,2
275,부산 조용한 워케이션 숙소,35,0
276,부산 조용한 워케이션 숙소,36,2
277,부산 조용한 워케이션 숙소,37,1
278,부산 조용한 워케이션 숙소,38,2
279,부산 조용한 워케이션 숙소,39,0
280,부산 조용한 워케이션 숙소,40,2
281,부산 저렴하고 와이파이 좋은 숙소,1,1
282,부산 저렴하고 와이파이 좋은 숙소,2,2
283,부산 저렴하고 와이파이 좋은 숙소,3,0
284,부산 저렴하고 와이파이 좋은 숙소,4,2
285,부산 저렴하고 와이파이 좋은 숙소,5,1
286,부산 저렴하고 와이파이 좋은 숙소,6,1
287,부산 저렴하고 와이파이 좋은 숙소,7,1
288,부산 저렴하고 와이파이 좋은 숙소,8,2
289,부산 저렴하고 와이파이 좋은 숙소,9,1
290,부산 저렴하고 와이파이 좋은 숙소,10,3
291,부산 저렴하고 와이파이 좋은 숙소,11,2
292,부산 저렴하고 와이파이 좋은 숙소,12,2
293,부산 저렴하고 와이파이 좋은 숙소,13,1
294,부산 저렴하고 와이파이 좋은 숙소,14,2
295,부산 저렴하고 와이파이 좋은 숙소,15,0
296,부산 저렴하고 와이파이 좋은 숙소,16,2
297,부산 저렴하고 와이파이 좋은 숙소,17,1
298,부산 저렴하고 와이파이 좋은 숙소,18,1
299,부산 저렴하고 와이파이 좋은 숙소,19,1
300,부산 저렴하고 와이파이 좋은 숙소,20,2
301,부산 저렴하고 와이파이 좋은 숙소,21,0
302,부산 저렴하고 와이파이 좋은 숙소,22,2
303,부산 저렴하고 와이파이 좋은 숙소,23,1
304,부산 저렴하고 와이파이 좋은 숙소,24,1
305,부산 저렴하고 와이파이 좋은 숙소,25,1
306,부산 저렴하고 와이파이 좋은 숙소,26,2
307,부산 저렴하고 와이파이 좋은 숙소,27,0
308,부산 저렴하고 와이파이 좋은 숙소,28,2
309,부산 저렴하고 와이파이 좋은 숙소,29,1
310,부산 저렴하고 와이파이 좋은 숙소,30,1
311,부산 저렴하고 와이파이 좋은 숙소,31,1
312,부산 저렴하고 와이파이 좋은 숙소,32,2
313,부산 저렴하고 와이파이 좋은 숙소,33,0
314,부산 저렴하고 와이파이 좋은 숙소,34,2
315,부산 저렴하고 와이파이 좋은 숙소,35,1
316,부산 저렴하고 와이파이 좋은 숙소,36,1
317,부산 저렴하고 와이파이 좋은 숙소,37,1
318,부산 저렴하고 와이파이 좋은 숙소,38,2
319,부산 저렴하고 와이파이 좋은 숙소,39,0
320,부산 저렴하고 와이파이 좋은 숙소,40,2
321,부산 안전하고 평점 높은 장기체류 숙소,1,2
322,부산 안전하고 평점 높은 장기체류 숙소,2,1
323,부산 안전하고 평점 높은 장기체류 숙소,3,0
324,부산 안전하고 평점 높은 장기체류 숙소,4,1
325,부산 안전하고 평점 높은 장기체류 숙소,5,2
326,부산 안전하고 평점 높은 장기체류 숙소,6,1
327,부산 안전하고 평점 높은 장기체류 숙소,7,1
328,부산 안전하고 평점 높은 장기체류 숙소,8,1
329,부산 안전하고 평점 높은 장기체류 숙소,9,2
330,부산 안전하고 평점 높은 장기체류 숙소,10,2
331,부산 안전하고 평점 높은 장기체류 숙소,11,2
332,부산 안전하고 평점 높은 장기체류 숙소,12,3
333,부산 안전하고 평점 높은 장기체류 숙소,13,1
334,부산 안전하고 평점 높은 장기체류 숙소,14,0
335,부산 안전하고 평점 높은 장기체류 숙소,15,1
336,부산 안전하고 평점 높은 장기체류 숙소,16,2
337,부산 안전하고 평점 높은 장기체류 숙소,17,2
338,부산 안전하고 평점 높은 장기체류 숙소,18,0
339,부산 안전하고 평점 높은 장기체류 숙소,19,0
340,부산 안전하고 평점 높은 장기체류 숙소,20,2
341,부산 안전하고 평점 높은 장기체류 숙소,21,2
342,부산 안전하고 평점 높은 장기체류 숙소,22,1
343,부산 안전하고 평점 높은 장기체류 숙소,23,0
344,부산 안전하고 평점 높은 장기체류 숙소,24,1
345,부산 안전하고 평점 높은 장기체류 숙소,25,2
346,부산 안전하고 평점 높은 장기체류 숙소,26,1
347,부산 안전하고 평점 높은 장기체류 숙소,27,1
348,부산 안전하고 평점 높은 장기체류 숙소,28,1
349,부산 안전하고 평점 높은 장기체류 숙소,29,1
350,부산 안전하고 평점 높은 장기체류 숙소,30,1
351,부산 안전하고 평점 높은 장기체류 숙소,31,1
352,부산 안전하고 평점 높은 장기체류 숙소,32,2
353,부산 안전하고 평점 높은 장기체류 숙소,33,1
354,부산 안전하고 평점 높은 장기체류 숙소,34,0
355,부산 안전하고 평점 높은 장기체류 숙소,35,1
356,부산 안전하고 평점 높은 장기체류 숙소,36,2
357,부산 안전하고 평점 높은 장기체류 숙소,37,2
358,부산 안전하고 평점 높은 장기체류 숙소,38,0
359,부산 안전하고 평점 높은 장기체류 숙소,39,0
360,부산 안전하고 평점 높은 장기체류 숙소,40,2
361,강원 조용한 워케이션 숙소,1,1
362,강원 조용한 워케이션 숙소,2,2
363,강원 조용한 워케이션 숙소,3,0
364,강원 조용한 워케이션 숙소,4,2
365,강원 조용한 워케이션 숙소,5,1
366,강원 조용한 워케이션 숙소,6,2
367,강원 조용한 워케이션 숙소,7,0
368,강원 조용한 워케이션 숙소,8,2
369,강원 조용한 워케이션 숙소,9,1
370,강원 조용한 워케이션 숙소,10,2
371,강원 조용한 워케이션 숙소,11,0
372,강원 조용한 워케이션 숙소,12,2
373,강원 조용한 워케이션 숙소,13,2
374,강원 조용한 워케이션 숙소,14,3
375,강원 조용한 워케이션 숙소,15,1
376,강원 조용한 워케이션 숙소,16,3
377,강원 조용한 워케이션 숙소,17,1
378,강원 조용한 워케이션 숙소,18,2
379,강원 조용한 워케이션 숙소,19,0
380,강원 조용한 워케이션 숙소,20,2
381,강원 조용한 워케이션 숙소,21,1
382,강원 조용한 워케이션 숙소,22,2
383,강원 조용한 워케이션 숙소,23,0
384,강원 조용한 워케이션 숙소,24,2
385,강원 조용한 워케이션 숙소,25,1
386,강원 조용한 워케이션 숙소,26,2
387,강원 조용한 워케이션 숙소,27,0
388,강원 조용한 워케이션 숙소,28,2
389,강원 조용한 워케이션 숙소,29,1
390,강원 조용한 워케이션 숙소,30,2
391,강원 조용한 워케이션 숙소,31,0
392,강원 조용한 워케이션 숙소,32,2
393,강원 조용한 워케이션 숙소,33,1
394,강원 조용한 워케이션 숙소,34,2
395,강원 조용한 워케이션 숙소,35,0
396,강원 조용한 워케이션 숙소,36,2
397,강원 조용한 워케이션 숙소,37,1
398,강원 조용한 워케이션 숙소,38,2
399,강원 조용한 워케이션 숙소,39,0
400,강원 조용한 워케이션 숙소,40,2
401,강원 저렴하고 와이파이 좋은 숙소,1,1
402,강원 저렴하고 와이파이 좋은 숙소,2,2
403,강원 저렴하고 와이파이 좋은 숙소,3,0
404,강원 저렴하고 와이파이 좋은 숙소,4,2
405,강원 저렴하고 와이파이 좋은 숙소,5,1
406,강원 저렴하고 와이파이 좋은 숙소,6,1
407,강원 저렴하고 와이파이 좋은 숙소,7,1
408,강원 저렴하고 와이파이 좋은 숙소,8,2
409,강원 저렴하고 와이파이 좋은 숙소,9,0
410,강원 저렴하고 와이파이 좋은 숙소,10,2
411,강원 저렴하고 와이파이 좋은 숙소,11,1
412,강원 저렴하고 와이파이 좋은 숙소,12,1
413,강원 저렴하고 와이파이 좋은 숙소,13,2
414,강원 저렴하고 와이파이 좋은 숙소,14,3
415,강원 저렴하고 와이파이 좋은 숙소,15,1
416,강원 저렴하고 와이파이 좋은 숙소,16,3
417,강원 저렴하고 와이파이 좋은 숙소,17,1
418,강원 저렴하고 와이파이 좋은 숙소,18,1
419,강원 저렴하고 와이파이 좋은 숙소,19,1
420,강원 저렴하고 와이파이 좋은 숙소,20,2
421,강원 저렴하고 와이파이 좋은 숙소,21,0
422,강원 저렴하고 와이파이 좋은 숙소,22,2
423,강원 저렴하고 와이파이 좋은 숙소,23,1
424,강원 저렴하고 와이파이 좋은 숙소,24,1
425,강원 저렴하고 와이파이 좋은 숙소,25,1
426,강원 저렴하고 와이파이 좋은 숙소,26,2
427,강원 저렴하고 와이파이 좋은 숙소,27,0
428,강원 저렴하고 와이파이 좋은 숙소,28,2
429,강원 저렴하고 와이파이 좋은 숙소,29,1
430,강원 저렴하고 와이파이 좋은 숙소,30,1
431,강원 저렴하고 와이파이 좋은 숙소,31,1
432,강원 저렴하고 와이파이 좋은 숙소,32,2
433,강원 저렴하고 와이파이 좋은 숙소,33,0
434,강원 저렴하고 와이파이 좋은 숙소,34,2
435,강원 저렴하고 와이파이 좋은 숙소,35,1
436,강원 저렴하고 와이파이 좋은 숙소,36,1
437,강원 저렴하고 와이파이 좋은 숙소,37,1
438,강원 저렴하고 와이파이 좋은 숙소,38,2
439,강원 저렴하고 와이파이 좋은 숙소,39,0
440,강원 저렴하고 와이파이 좋은 숙소,40,2
441,강원 안전하고 평점 높은 장기체류 숙소,1,2
442,강원 안전하고 평점 높은 장기체류 숙소,2,1
443,강원 안전하고 평점 높은 장기체류 숙소,3,0
444,강원 안전하고 평점 높은 장기체류 숙소,4,1
445,강원 안전하고 평점 높은 장기체류 숙소,5,2
446,강원 안전하고 평점 높은 장기체류 숙소,6,1
447,강원 안전하고 평점 높은 장기체류 숙소,7,1
448,강원 안전하고 평점 높은 장기체류 숙소,8,1
449,강원 안전하고 평점 높은 장기체류 숙소,9,1
450,강원 안전하고 평점 높은 장기체류 숙소,10,1
451,강원 안전하고 평점 높은 장기체류 숙소,11,1
452,강원 안전하고 평점 높은 장기체류 숙소,12,2
453,강원 안전하고 평점 높은 장기체류 숙소,13,2
454,강원 안전하고 평점 높은 장기체류 숙소,14,1
455,강원 안전하고 평점 높은 장기체류 숙소,15,2
456,강원 안전하고 평점 높은 장기체류 숙소,16,3
457,강원 안전하고 평점 높은 장기체류 숙소,17,2
458,강원 안전하고 평점 높은 장기체류 숙소,18,0
459,강원 안전하고 평점 높은 장기체류 숙소,19,0
460,강원 안전하고 평점 높은 장기체류 숙소,20,2
461,강원 안전하고 평점 높은 장기체류 숙소,21,2
462,강원 안전하고 평점 높은 장기체류 숙소,22,1
463,강원 안전하고 평점 높은 장기체류 숙소,23,0
464,강원 안전하고 평점 높은 장기체류 숙소,24,1
465,강원 안전하고 평점 높은 장기체류 숙소,25,2
466,강원 안전하고 평점 높은 장기체류 숙소,26,1
467,강원 안전하고 평점 높은 장기체류 숙소,27,1
468,강원 안전하고 평점 높은 장기체류 숙소,28,1
469,강원 안전하고 평점 높은 장기체류 숙소,29,1
470,강원 안전하고 평점 높은 장기체류 숙소,30,1
471,강원 안전하고 평점 높은 장기체류 숙소,31,1
472,강원 안전하고 평점 높은 장기체류 숙소,32,2
473,강원 안전하고 평점 높은 장기체류 숙소,33,1
474,강원 안전하고 평점 높은 장기체류 숙소,34,0
475,강원 안전하고 평점 높은 장기체류 숙소,35,1
476,강원 안전하고 평점 높은 장기체류 숙소,36,2
477,강원 안전하고 평점 높은 장기체류 숙소,37,2
478,강원 안전하고 평점 높은 장기체류 숙소,38,0
479,강원 안전하고 평점 높은 장기체류 숙소,39,0
480,강원 안전하고 평점 높은 장기체류 숙소,40,2
481,전주 조용한 워케이션 숙소,1,1
482,전주 조용한 워케이션 숙소,2,2
483,전주 조용한 워케이션 숙소,3,0
484,전주 조용한 워케이션 숙소,4,2
485,전주 조용한 워케이션 숙소,5,1
486,전주 조용한 워케이션 숙소,6,2
487,전주 조용한 워케이션 숙소,7,0
488,전주 조용한 워케이션 숙소,8,2
489,전주 조용한 워케이션 숙소,9,1
490,전주 조용한 워케이션 숙소,10,2
491,전주 조용한 워케이션 숙소,11,0
492,전주 조용한 워케이션 숙소,12,2
493,전주 조용한 워케이션 숙소,13,1
494,전주 조용한 워케이션 숙소,14,2
495,전주 조용한 워케이션 숙소,15,0
496,전주 조용한 워케이션 숙소,16,2
497,전주 조용한 워케이션 숙소,17,2
498,전주 조용한 워케이션 숙소,18,3
499,전주 조용한 워케이션 숙소,19,1
500,전주 조용한 워케이션 숙소,20,3
501,전주 조용한 워케이션 숙소,21,1
502,전주 조용한 워케이션 숙소,22,2
503,전주 조용한 워케이션 숙소,23,0
504,전주 조용한 워케이션 숙소,24,2
505,전주 조용한 워케이션 숙소,25,1
506,전주 조용한 워케이션 숙소,26,2
507,전주 조용한 워케이션 숙소,27,0
508,전주 조용한 워케이션 숙소,28,2
509,전주 조용한 워케이션 숙소,29,1
510,전주 조용한 워케이션 숙소,30,2
511,전주 조용한 워케이션 숙소,31,0
512,전주 조용한 워케이션 숙소,32,2
513,전주 조용한 워케이션 숙소,33,1
514,전주 조용한 워케이션 숙소,34,2
515,전주 조용한 워케이션 숙소,35,0
516,전주 조용한 워케이션 숙소,36,2
517,전주 조용한 워케이션 숙소,37,1
518,전주 조용한 워케이션 숙소,38,2
519,전주 조용한 워케이션 숙소,39,0
520,전주 조용한 워케이션 숙소,40,2
521,전주 저렴하고 와이파이 좋은 숙소,1,1
522,전주 저렴하고 와이파이 좋은 숙소,2,2
523,전주 저렴하고 와이파이 좋은 숙소,3,0
524,전주 저렴하고 와이파이 좋은 숙소,4,2
525,전주 저렴하고 와이파이 좋은 숙소,5,1
526,전주 저렴하고 와이파이 좋은 숙소,6,1
527,전주 저렴하고 와이파이 좋은 숙소,7,1
528,전주 저렴하고 와이파이 좋은 숙소,8,2
529,전주 저렴하고 와이파이 좋은 숙소,9,0
530,전주 저렴하고 와이파이 좋은 숙소,10,2
531,전주 저렴하고 와이파이 좋은 숙소,11,1
532,전주 저렴하고 와이파이 좋은 숙소,12,1
533,전주 저렴하고 와이파이 좋은 숙소,13,1
534,전주 저렴하고 와이파이 좋은 숙소,14,2
535,전주 저렴하고 와이파이 좋은 숙소,15,0
